ticker,date,broker_code,broker_name,buy_value,sell_value,net_value,buy_lot,sell_lot,net_lot,avg_buy_price,avg_sell_price,broker_type
ASII.JK,2026-06-03,AK,UBS Sekuritas,4870509187.836031,440563544.8942099,4429945642.941821,10243,926,9317,4712.7483000312595,4710.579212793975,foreign
ASII.JK,2026-06-03,ZP,Maybank Sekuritas,3915150089.1967955,921790138.6394585,2993359950.557337,8234,1938,6296,4789.088628701682,4730.960226744278,foreign
ASII.JK,2026-06-03,CS,Credit Suisse,5453005886.196833,532622151.47931546,4920383734.717517,11468,1120,10348,4732.312998682361,4776.547493693902,foreign
ASII.JK,2026-06-03,KZ,CLSA Sekuritas,1910923406.719868,2004163218.8841283,-93239812.16426039,4018,4215,-197,4785.595433177012,4781.755912705499,foreign
ASII.JK,2026-06-03,NI,BNI Sekuritas,503022895.1670502,428433142.77743787,74589752.38961232,1057,901,156,4740.367055633531,4777.80207194859,local
ASII.JK,2026-06-03,DX,Bahana Sekuritas,1354044704.694151,1351009944.922502,3034759.771648884,2847,2841,6,4759.502181301906,4737.339470156077,local
ASII.JK,2026-06-02,CC,Mandiri Sekuritas,2897231823.067687,1039736071.4544773,1857495751.6132097,5990,2149,3841,4856.063820412345,4877.944776239491,local
ASII.JK,2026-06-02,YP,Mirae Asset Sekuritas,8866861677.018782,2786717115.1529226,6080144561.865859,18334,5762,12572,4788.156585086615,4859.966430988883,local
ASII.JK,2026-06-02,PD,Indo Premier Sekuritas,11368622147.463848,4457127193.337172,6911494954.126677,23507,9216,14291,4804.589754836493,4844.437125376762,local
ASII.JK,2026-06-02,OD,BRI Danareksa Sekuritas,7261386775.659277,6830203686.7564335,431183088.9028435,15014,14123,891,4848.142240394228,4876.435440829708,local
ASII.JK,2026-06-02,AK,UBS Sekuritas,2578831400.7696652,6435102809.684831,-3856271408.9151654,5332,13306,-7974,4835.079866329498,4879.167049022987,foreign
ASII.JK,2026-06-02,ZP,Maybank Sekuritas,5163151053.720474,15239723790.868893,-10076572737.148418,10676,31511,-20835,4879.50028472302,4830.67688049545,foreign
ASII.JK,2026-06-02,CS,Credit Suisse,3406406750.4490705,17945265307.519173,-14538858557.070103,7043,37106,-30063,4820.983485066859,4816.734562513064,foreign
ASII.JK,2026-06-02,KZ,CLSA Sekuritas,1878466713.8129652,1703404292.409199,175062421.40376616,3884,3522,362,4866.303286722424,4852.383785675725,foreign
ASII.JK,2026-06-02,NI,BNI Sekuritas,9861137063.8913,11960574240.140984,-2099437176.2496834,20390,24731,-4341,4821.926166725239,4813.370634594497,local
ASII.JK,2026-06-02,DX,Bahana Sekuritas,6761559075.311069,4594138843.559678,2167420231.7513905,13981,9499,4482,4791.918128334104,4833.554651130336,local
UNVR.JK,2026-07-01,CC,Mandiri Sekuritas,4019011419.85114,22086758946.099728,-18067747526.24859,14076,77356,-63280,2849.3080135533282,2877.5010572246015,local
UNVR.JK,2026-07-01,YP,Mirae Asset Sekuritas,844437793.002106,3304195172.3671613,-2459757379.365055,2957,11572,-8615,2834.913624350284,2862.693342817396,local
UNVR.JK,2026-07-01,PD,Indo Premier Sekuritas,3717760064.678352,9343453775.502373,-5625693710.82402,13021,32724,-19703,2861.860100194339,2860.263365630835,local
UNVR.JK,2026-07-01,OD,BRI Danareksa Sekuritas,2304119866.035645,3336730403.212666,-1032610537.177021,8069,11686,-3617,2882.128701250726,2840.0695658613895,local
UNVR.JK,2026-07-01,AK,UBS Sekuritas,8067345359.997398,1417390247.536949,6649955112.460449,28255,4964,23291,2857.053953960683,2844.6564227813356,foreign
UNVR.JK,2026-07-01,ZP,Maybank Sekuritas,4395509788.481884,505165628.742852,3890344159.739032,15394,1769,13625,2879.6657635909396,2850.9214101542575,foreign
UNVR.JK,2026-07-01,CS,Credit Suisse,15302466899.86711,4729131812.984241,10573335086.88287,53595,16563,37032,2836.399337054127,2838.0983928137152,foreign
UNVR.JK,2026-07-01,KZ,CLSA Sekuritas,10263731828.185524,15024728967.59058,-4760997139.405056,35947,52622,-16675,2864.245456645032,2831.16211166427,foreign
UNVR.JK,2026-07-01,NI,BNI Sekuritas,5089097789.529305,7310250285.08464,-2221152495.555334,17824,25603,-7779,2831.83444571663,2870.436451404863,local
UNVR.JK,2026-07-01,DX,Bahana Sekuritas,2015844496.3741243,2157760270.7885733,-141915774.41444898,7060,7557,-497,2850.118174197613,2866.6337415396747,local
UNVR.JK,2026-06-30,CC,Mandiri Sekuritas,1017576743.1760211,991964319.2600682,25612423.91595292,3708,3615,93,2727.086274180863,2731.8231467395385,local
UNVR.JK,2026-06-30,YP,Mirae Asset Sekuritas,955192197.5872965,1079360060.5654078,-124167862.97811127,3481,3934,-453,2767.519582732976,2732.94856277085,local
UNVR.JK,2026-06-30,PD,Indo Premier Sekuritas,1974511504.5297165,1666503328.9923844,308008175.53733206,7196,6074,1122,2747.392105467453,2725.6393310608405,local
UNVR.JK,2026-06-30,OD,BRI Danareksa Sekuritas,2961645945.9931846,2705729305.505037,255916640.48814774,10794,9861,933,2720.195036344459,2738.9027714413155,local
UNVR.JK,2026-06-30,AK,UBS Sekuritas,570412428.9082344,670299087.8114376,-99886658.90320325,2079,2443,-364,2726.345524115994,2750.8680628027787,foreign
UNVR.JK,2026-06-30,ZP,Maybank Sekuritas,2616817992.4950743,2465070790.3423843,151747202.15268993,9537,8984,553,2720.6067724486647,2742.1871291255247,foreign
UNVR.JK,2026-06-30,CS,Credit Suisse,601331092.564344,602173870.7245578,-842778.1602137089,2191,2194,-3,2748.193614853848,2730.9535886404838,foreign
UNVR.JK,2026-06-30,KZ,CLSA Sekuritas,1091825943.8186326,963165924.8754585,128660018.94317412,3979,3510,469,2751.7916992809264,2725.3103615441973,foreign
UNVR.JK,2026-06-30,NI,BNI Sekuritas,3035115744.326587,2852927079.903436,182188664.42315102,11062,10398,664,2755.605287990773,2769.5520608175298,local
UNVR.JK,2026-06-30,DX,Bahana Sekuritas,1014623914.9320396,1209041077.1194723,-194417162.18743265,3698,4406,-708,2734.260716618936,2748.4321347028917,local
UNVR.JK,2026-06-29,CC,Mandiri Sekuritas,6888252136.260428,5941067560.403457,947184575.8569717,24012,20710,3302,2881.94135502722,2870.380050652647,local
UNVR.JK,2026-06-29,YP,Mirae Asset Sekuritas,2593498064.079138,2742253969.773348,-148755905.69421005,9040,9559,-519,2875.950496513634,2855.613306382641,local
UNVR.JK,2026-06-29,PD,Indo Premier Sekuritas,7970582332.074912,8021287684.616324,-50705352.54141235,27785,27962,-177,2880.1417638424246,2886.852264487691,local
UNVR.JK,2026-06-29,OD,BRI Danareksa Sekuritas,3728066127.3023415,4399730827.935955,-671664700.6336136,12996,15337,-2341,2868.3284324219853,2876.7800178558905,local
UNVR.JK,2026-06-29,AK,UBS Sekuritas,3935883580.5415654,3462273481.340488,473610099.20107746,13720,12069,1651,2866.8415627486,2879.428872150048,foreign
UNVR.JK,2026-06-29,ZP,Maybank Sekuritas,2950123999.3149495,3528399614.438646,-578275615.1236963,10284,12300,-2016,2863.3653321239235,2843.629200394084,foreign
UNVR.JK,2026-06-29,CS,Credit Suisse,4487419708.906479,4751153007.789711,-263733298.88323212,15643,16562,-919,2844.3003954539686,2840.9175732378726,foreign
UNVR.JK,2026-06-29,KZ,CLSA Sekuritas,7588380401.3765955,8661846890.870651,-1073466489.4940557,26453,30195,-3742,2849.9002363203326,2867.5405600079416,foreign
UNVR.JK,2026-06-29,NI,BNI Sekuritas,4882043432.218887,4461432320.810928,420611111.407959,17018,15552,1466,2866.758451593468,2861.4304994861923,local
UNVR.JK,2026-06-29,DX,Bahana Sekuritas,2445711176.105287,2507365052.5164433,-61653876.41115618,8525,8740,-215,2879.576164944797,2867.255821075464,local
UNVR.JK,2026-06-26,CC,Mandiri Sekuritas,761793221.3149654,8087087471.992143,-7325294250.677177,2616,27779,-25163,2904.300739011151,2927.439307861974,local
UNVR.JK,2026-06-26,YP,Mirae Asset Sekuritas,1504854191.2129781,4538629842.774148,-3033775651.5611696,5169,15590,-10421,2924.2113359291975,2938.7254088283325,local
UNVR.JK,2026-06-26,PD,Indo Premier Sekuritas,2132952624.972997,5095748789.762123,-2962796164.7891264,7326,17504,-10178,2925.439943680421,2898.613664940142,local
UNVR.JK,2026-06-26,OD,BRI Danareksa Sekuritas,5909043113.891637,6015073146.848396,-106030032.95675945,20297,20662,-365,2939.2770245907777,2916.8162061322314,local
UNVR.JK,2026-06-26,AK,UBS Sekuritas,15106558226.62204,1926036809.907342,13180521416.714699,51892,6616,45276,2920.1962933565014,2897.8874613321173,foreign
UNVR.JK,2026-06-26,ZP,Maybank Sekuritas,13500784517.714005,3498651956.887873,10002132560.826132,46376,12018,34358,2892.4855154174857,2899.9281756951564,foreign
UNVR.JK,2026-06-26,CS,Credit Suisse,3912419104.639335,715772159.0987191,3196646945.540616,13439,2458,10981,2915.248698103716,2915.797261834902,foreign
UNVR.JK,2026-06-26,KZ,CLSA Sekuritas,6929767076.004391,5654042510.384201,1275724565.6201897,23804,19422,4382,2909.9690156463803,2898.445270593617,foreign
UNVR.JK,2026-06-26,NI,BNI Sekuritas,7017234968.4504795,6750440004.903547,266794963.54693222,24104,23188,916,2885.5608211062927,2885.4146353485503,local
UNVR.JK,2026-06-26,DX,Bahana Sekuritas,5315909205.464313,5128568113.661103,187341091.8032093,18260,17617,643,2894.6888901870484,2925.8613462524886,local
UNVR.JK,2026-06-25,CC,Mandiri Sekuritas,362348209.6151908,5325237022.807725,-4962888813.192534,1244,18287,-17043,2934.952657423008,2897.6118520895448,local
UNVR.JK,2026-06-25,YP,Mirae Asset Sekuritas,415105317.8577622,1560388518.9609761,-1145283201.1032138,1425,5358,-3933,2937.5434182988497,2900.441099463245,local
UNVR.JK,2026-06-25,PD,Indo Premier Sekuritas,449247545.32801247,1694991401.254786,-1245743855.9267735,1542,5820,-4278,2915.440850353103,2886.3185423396626,local
UNVR.JK,2026-06-25,OD,BRI Danareksa Sekuritas,543434067.7410963,656064274.4624953,-112630206.72139907,1866,2253,-387,2903.0635784004603,2924.7620214180747,local
UNVR.JK,2026-06-25,AK,UBS Sekuritas,4110301035.769796,1604830319.0677648,2505470716.702031,14115,5511,8604,2895.189213326172,2912.1509825350486,foreign
UNVR.JK,2026-06-25,ZP,Maybank Sekuritas,4494935353.245843,1392950137.8812969,3101985215.364546,15436,4783,10653,2890.246507227376,2913.4709761340036,foreign
UNVR.JK,2026-06-25,CS,Credit Suisse,3057126463.2242246,202810858.14293334,2854315605.081291,10498,696,9802,2919.199884493916,2932.052875877585,foreign
UNVR.JK,2026-06-25,KZ,CLSA Sekuritas,2326088521.038714,3055505485.848392,-729416964.8096781,7988,10493,-2505,2901.179966739767,2921.4978437404025,foreign
UNVR.JK,2026-06-25,NI,BNI Sekuritas,3357886319.351554,2432526495.0584593,925359824.2930946,11531,8353,3178,2901.3059814134385,2924.0215598299046,local
UNVR.JK,2026-06-25,DX,Bahana Sekuritas,2110999093.054954,2993592032.6179748,-882592939.5630207,7249,10280,-3031,2899.122243529379,2929.535323837745,local
UNVR.JK,2026-06-24,CC,Mandiri Sekuritas,5141612375.874022,983019425.2177324,4158592950.656289,18316,3501,14815,2822.1709311747823,2808.7730342224613,local
UNVR.JK,2026-06-24,YP,Mirae Asset Sekuritas,4193246040.0310044,1465699096.2131944,2727546943.81781,14938,5221,9717,2790.631731556601,2826.5173467375193,local
UNVR.JK,2026-06-24,PD,Indo Premier Sekuritas,4344759488.275523,1309130498.5058925,3035628989.7696304,15478,4663,10815,2785.212601939006,2829.860441063015,local
UNVR.JK,2026-06-24,OD,BRI Danareksa Sekuritas,1728875918.8108153,1471579734.1832805,257296184.62753487,6159,5242,917,2780.350928747909,2829.728691687426,local
UNVR.JK,2026-06-24,AK,UBS Sekuritas,341401639.7626675,3600323993.5908566,-3258922353.828189,1216,12826,-11610,2816.56571099008,2792.2318201526696,foreign
UNVR.JK,2026-06-24,ZP,Maybank Sekuritas,1880848912.9102585,4625921303.396989,-2745072390.4867306,6700,16479,-9779,2817.1916256724294,2829.3013110994707,foreign
UNVR.JK,2026-06-24,CS,Credit Suisse,1090621368.1386652,3482906850.2280445,-2392285482.0893793,3885,12407,-8522,2817.455607426535,2828.232300084878,foreign
UNVR.JK,2026-06-24,KZ,CLSA Sekuritas,2970596499.134204,3653016296.4037895,-682419797.2695856,10582,13013,-2431,2822.4889673797998,2786.29641863507,foreign
UNVR.JK,2026-06-24,NI,BNI Sekuritas,1502217930.9989688,2044976793.3015919,-542758862.302623,5351,7285,-1934,2785.7619321385864,2800.4560009864667,local
UNVR.JK,2026-06-24,DX,Bahana Sekuritas,1339919799.0225728,1342854908.6890209,-2935109.6664481163,4773,4783,-10,2811.564331171712,2785.9109251212863,local
UNVR.JK,2026-06-23,CC,Mandiri Sekuritas,1787616348.3994503,2055792052.7369409,-268175704.33749056,6398,7358,-960,2769.540669148285,2815.6814973620594,local
UNVR.JK,2026-06-23,YP,Mirae Asset Sekuritas,3893593137.267761,4630151737.087995,-736558599.8202333,13936,16572,-2636,2820.1030944654544,2807.739771510235,local
UNVR.JK,2026-06-23,PD,Indo Premier Sekuritas,3469757928.095282,3428746089.2138753,41011838.881406784,12419,12272,147,2792.4077643162655,2769.018760731253,local
UNVR.JK,2026-06-23,OD,BRI Danareksa Sekuritas,2725369969.2831645,3276901476.4999332,-551531507.2167687,9755,11729,-1974,2813.2839767350547,2769.501946197184,local
UNVR.JK,2026-06-23,AK,UBS Sekuritas,2094394266.517818,2186674027.046977,-92279760.52915907,7496,7826,-330,2788.789669659526,2812.760440548311,foreign
UNVR.JK,2026-06-23,ZP,Maybank Sekuritas,2766429735.837934,3104852254.9220943,-338422519.0841603,9902,11113,-1211,2791.5938231849395,2816.1546893745785,foreign
UNVR.JK,2026-06-23,CS,Credit Suisse,6997028124.875468,6239937061.371839,757091063.5036297,25044,22334,2710,2806.9508707774444,2773.4306811396286,foreign
UNVR.JK,2026-06-23,KZ,CLSA Sekuritas,5093452423.981775,4253960131.689102,839492292.2926731,18231,15226,3005,2802.106511993538,2777.812219571116,foreign
UNVR.JK,2026-06-23,NI,BNI Sekuritas,1770529218.6294134,1854749236.2253366,-84220017.59592319,6337,6638,-301,2787.258200107305,2817.1664162920624,local
UNVR.JK,2026-06-23,DX,Bahana Sekuritas,2748378733.6494093,2901297601.0753813,-152918867.42597198,9837,10384,-547,2787.446639154734,2817.1535477033226,local
UNVR.JK,2026-06-22,CC,Mandiri Sekuritas,1362486477.638003,16973300543.4699,-15610814065.831898,4850,60430,-55580,2810.965486253324,2806.598556427234,local
UNVR.JK,2026-06-22,YP,Mirae Asset Sekuritas,2756611608.961543,21852449416.271202,-19095837807.309658,9814,77802,-67988,2810.449100212636,2807.697709718892,local
UNVR.JK,2026-06-22,PD,Indo Premier Sekuritas,770984799.4902936,6572753797.765829,-5801768998.275536,2744,23401,-20657,2786.9327125661716,2827.0865738118487,local
UNVR.JK,2026-06-22,OD,BRI Danareksa Sekuritas,2857333164.5901,3733106966.335817,-875773801.745717,10173,13291,-3118,2794.708536955658,2806.782496426422,local
UNVR.JK,2026-06-22,AK,UBS Sekuritas,23704081656.39256,2802413589.853057,20901668066.5395,84394,9977,74417,2800.3657700796753,2836.6624097929557,foreign
UNVR.JK,2026-06-22,ZP,Maybank Sekuritas,6504039691.723865,839425697.384412,5664613994.339453,23156,2988,20168,2798.4831151198373,2781.124663908626,foreign
UNVR.JK,2026-06-22,CS,Credit Suisse,4195227665.9720235,1256841140.5240932,2938386525.4479303,14936,4474,10462,2828.3253311443627,2797.8456635799776,foreign
UNVR.JK,2026-06-22,KZ,CLSA Sekuritas,13089007986.451849,11365356825.201326,1723651161.2505226,46601,40464,6137,2790.965397107022,2813.327377274305,foreign
UNVR.JK,2026-06-22,NI,BNI Sekuritas,5422379139.254889,7251249684.9983425,-1828870545.743454,19305,25816,-6511,2795.810684788011,2799.793930905119,local
UNVR.JK,2026-06-22,DX,Bahana Sekuritas,2939280932.916334,2559481395.705901,379799537.210433,10464,9112,1352,2814.0801434544614,2804.6121424964167,local
UNVR.JK,2026-06-19,CC,Mandiri Sekuritas,1625033870.6335223,1676112485.0525439,-51078614.41902161,5699,5879,-180,2839.16633187939,2866.2454778021533,local
UNVR.JK,2026-06-19,YP,Mirae Asset Sekuritas,2928926073.3524904,2859150855.6576653,69775217.69482517,10273,10028,245,2861.2284230083997,2859.1342211126457,local
UNVR.JK,2026-06-19,PD,Indo Premier Sekuritas,4218918285.8506804,3597036755.849554,621881530.0011263,14797,12616,2181,2851.421862746057,2835.2838200644514,local
UNVR.JK,2026-06-19,OD,BRI Danareksa Sekuritas,3967705202.832456,4090122602.6446824,-122417399.8122263,13916,14346,-430,2856.4388886281126,2856.345671459043,local
UNVR.JK,2026-06-19,AK,UBS Sekuritas,4479288458.991574,4145406303.4933553,333882155.498219,15711,14540,1171,2878.8083899753556,2840.9132713225385,foreign
UNVR.JK,2026-06-19,ZP,Maybank Sekuritas,3705546706.4096327,4280779332.3731465,-575232625.9635139,12997,15014,-2017,2835.569134578692,2864.344630901615,foreign
UNVR.JK,2026-06-19,CS,Credit Suisse,3064379186.8648095,3712803891.02745,-648424704.1626406,10748,13022,-2274,2850.5670527729662,2877.8455799333065,foreign
UNVR.JK,2026-06-19,KZ,CLSA Sekuritas,2935917017.05769,3526739834.878536,-590822817.8208461,10297,12370,-2073,2869.5928131003775,2838.0468359691745,foreign
UNVR.JK,2026-06-19,NI,BNI Sekuritas,5310320605.070757,4929868533.672813,380452071.3979435,18626,17291,1335,2875.7483935526006,2843.636449911296,local
UNVR.JK,2026-06-19,DX,Bahana Sekuritas,1090205401.1419969,1174762573.207316,-84557172.06531906,3823,4120,-297,2849.008056138751,2864.1413569804063,local
UNVR.JK,2026-06-18,CC,Mandiri Sekuritas,4461072981.396958,4799547117.77741,-338474136.3804512,15430,16600,-1170,2882.5313953020377,2902.265928769533,local
UNVR.JK,2026-06-18,YP,Mirae Asset Sekuritas,1925039647.7987633,1781731099.0008845,143308548.79787874,6658,6162,496,2914.8058870453765,2891.6695873584154,local
UNVR.JK,2026-06-18,PD,Indo Premier Sekuritas,4350361164.892824,3873120833.4842453,477240331.4085789,15047,13396,1651,2891.2611596735032,2901.442162641084,local
UNVR.JK,2026-06-18,OD,BRI Danareksa Sekuritas,1053403323.6818823,1130607346.170068,-77204022.48818576,3643,3910,-267,2896.8584439651,2910.906227555887,local
UNVR.JK,2026-06-18,AK,UBS Sekuritas,2563002631.7813272,2591171852.975977,-28169221.194649696,8864,8962,-98,2902.8192096619296,2893.026611251613,foreign
UNVR.JK,2026-06-18,ZP,Maybank Sekuritas,1723522017.4129963,2094315213.644376,-370793196.23137975,5961,7243,-1282,2919.4335775237873,2894.1149965468812,foreign
UNVR.JK,2026-06-18,CS,Credit Suisse,2724306275.741013,2381344948.889381,342961326.8516321,9422,8236,1186,2888.8252788802165,2916.4624874352253,foreign
UNVR.JK,2026-06-18,KZ,CLSA Sekuritas,2309152236.7093067,2201702300.078944,107449936.63036251,7986,7615,371,2911.967893591187,2902.715439705416,foreign
UNVR.JK,2026-06-18,NI,BNI Sekuritas,2430644808.2696476,2566429094.18042,-135784285.91077232,8407,8876,-469,2889.4460640044995,2882.2705215718966,local
UNVR.JK,2026-06-18,DX,Bahana Sekuritas,3688412705.682758,3433574964.1577373,254837741.5250206,12757,11876,881,2912.2200767009435,2883.5528412318095,local
UNVR.JK,2026-06-17,CC,Mandiri Sekuritas,6045730634.342813,6094016377.186063,-48285742.843250275,20840,21007,-167,2895.9646674315054,2878.6342304060445,local
UNVR.JK,2026-06-17,YP,Mirae Asset Sekuritas,8297603355.819823,8604121069.412746,-306517713.59292316,28603,29659,-1056,2904.1665580923122,2913.4123444468223,local
UNVR.JK,2026-06-17,PD,Indo Premier Sekuritas,5861659851.71729,6097924459.186038,-236264607.4687481,20206,21020,-814,2897.090620036007,2910.577508883442,local
UNVR.JK,2026-06-17,OD,BRI Danareksa Sekuritas,5206922481.89164,5324450073.479757,-117527591.5881176,17949,18354,-405,2923.2128510540915,2873.9740086827105,local
UNVR.JK,2026-06-17,AK,UBS Sekuritas,10343624066.096426,10183142966.76005,160481099.3363762,35656,35102,554,2873.96717901916,2888.477658723381,foreign
UNVR.JK,2026-06-17,ZP,Maybank Sekuritas,4740916869.59987,5333783956.569869,-592867086.9699993,16342,18386,-2044,2879.523193801104,2882.2959393772862,foreign
UNVR.JK,2026-06-17,CS,Credit Suisse,5650508741.940809,5407332926.862452,243175815.0783577,19478,18639,839,2908.3762391698856,2881.8017100361585,foreign
UNVR.JK,2026-06-17,KZ,CLSA Sekuritas,1969123979.032854,1885445830.890378,83678148.14247608,6787,6499,288,2881.775531362535,2886.0260479412927,foreign
UNVR.JK,2026-06-17,NI,BNI Sekuritas,11660171992.35389,13956927234.625998,-2296755242.272108,40194,48111,-7917,2895.1266023767103,2895.7561973462175,local
UNVR.JK,2026-06-17,DX,Bahana Sekuritas,8076342446.186268,8104438011.179737,-28095564.99346924,27840,27937,-97,2872.672024688368,2904.941535775183,local
UNVR.JK,2026-06-16,CC,Mandiri Sekuritas,18218277300.04868,2339970166.542685,15878307133.505995,66320,8518,57802,2770.7579972331437,2757.0292139029425,local
UNVR.JK,2026-06-16,YP,Mirae Asset Sekuritas,9150101837.51501,3143269126.119486,6006832711.395525,33309,11442,21867,2751.80681787539,2740.921361919186,local
UNVR.JK,2026-06-16,PD,Indo Premier Sekuritas,13463935118.949038,856628404.8080399,12607306714.140997,49013,3118,45895,2747.3529699892397,2762.92911972009,local
UNVR.JK,2026-06-16,OD,BRI Danareksa Sekuritas,2813021550.1552863,2693073213.744167,119948336.41111946,10240,9803,437,2760.4694954457145,2768.0712599308085,local
UNVR.JK,2026-06-16,AK,UBS Sekuritas,4577540627.275878,14828078979.526157,-10250538352.250278,16663,53979,-37316,2739.3278687434176,2724.223422077802,foreign
UNVR.JK,2026-06-16,ZP,Maybank Sekuritas,1865094417.2556558,5066942745.0724535,-3201848327.8167977,6789,18445,-11656,2771.3408910579114,2761.3793273364254,foreign
UNVR.JK,2026-06-16,CS,Credit Suisse,2690351184.0689793,17252583842.31124,-14562232658.242262,9793,62805,-53012,2763.3333000853954,2759.837974604548,foreign
UNVR.JK,2026-06-16,KZ,CLSA Sekuritas,2602128573.698731,2112454745.2617412,489673828.4369898,9472,7690,1782,2748.195794613718,2723.033911772743,foreign
UNVR.JK,2026-06-16,NI,BNI Sekuritas,7262539351.3281,5696701689.66832,1565837661.6597805,26438,20738,5700,2759.3407189200843,2720.525007340279,local
UNVR.JK,2026-06-16,DX,Bahana Sekuritas,7395484552.392158,10209040030.767855,-2813555478.375697,26922,37164,-10242,2740.692424378794,2754.666043360139,local
UNVR.JK,2026-06-15,CC,Mandiri Sekuritas,1145482398.1373594,1399756482.4995887,-254274084.36222935,4137,5056,-919,2767.9402985367988,2759.931565216517,local
UNVR.JK,2026-06-15,YP,Mirae Asset Sekuritas,1623496250.5121253,1877827796.2379746,-254331545.7258494,5864,6783,-919,2791.1372167157347,2789.4680158395695,local
UNVR.JK,2026-06-15,PD,Indo Premier Sekuritas,2004949603.4067397,1775055485.9957843,229894117.41095543,7242,6412,830,2775.0777847056747,2762.3165295060603,local
UNVR.JK,2026-06-15,OD,BRI Danareksa Sekuritas,896949866.4827256,910220735.7798495,-13270869.297123909,3240,3288,-48,2765.8952287023217,2792.9938608357743,local
UNVR.JK,2026-06-15,AK,UBS Sekuritas,2161871152.1711,2430699056.0138583,-268827903.8427582,7809,8780,-971,2773.9318414478735,2765.164293099887,foreign
UNVR.JK,2026-06-15,ZP,Maybank Sekuritas,1035987525.9362667,995333494.1857669,40654031.750499725,3742,3595,147,2764.7340620770706,2790.1788041242403,foreign
UNVR.JK,2026-06-15,CS,Credit Suisse,1112706963.5258796,914532575.9345456,198174387.591334,4019,3303,716,2787.2155011635728,2770.3641467677758,foreign
UNVR.JK,2026-06-15,KZ,CLSA Sekuritas,2230410576.488921,2303466434.832634,-73055858.3437128,8057,8321,-264,2747.2590847959827,2780.391644107159,foreign
UNVR.JK,2026-06-15,NI,BNI Sekuritas,1695033818.2595308,1498913524.6194122,196120293.6401186,6123,5414,709,2770.141153612842,2771.7955298669735,local
UNVR.JK,2026-06-15,DX,Bahana Sekuritas,1807383465.1421843,2058037841.4905097,-250654376.3483255,6529,7434,-905,2792.2495335369226,2750.6442292293254,local
UNVR.JK,2026-06-12,CC,Mandiri Sekuritas,9087304224.073027,1473661298.9913073,7613642925.081719,33579,5445,28134,2686.417307888409,2715.9211850096544,local
UNVR.JK,2026-06-12,YP,Mirae Asset Sekuritas,6650928020.960379,835445961.1828312,5815482059.777548,24576,3087,21489,2682.5463009622777,2705.61069958207,local
UNVR.JK,2026-06-12,PD,Indo Premier Sekuritas,5308375514.315214,468628959.2104251,4839746555.104789,19615,1731,17884,2722.341071995563,2723.251047909981,local
UNVR.JK,2026-06-12,OD,BRI Danareksa Sekuritas,5883217321.39473,5101699930.251682,781517391.1430473,21739,18851,2888,2712.4854361182815,2703.9119369042105,local
UNVR.JK,2026-06-12,AK,UBS Sekuritas,835576042.7244043,5493808568.974144,-4658232526.24974,3087,20300,-17213,2717.9967376481695,2728.8175971537403,foreign
UNVR.JK,2026-06-12,ZP,Maybank Sekuritas,2423341119.080705,7909666662.702703,-5486325543.621998,8954,29227,-20273,2687.51997362737,2697.4276092561445,foreign
UNVR.JK,2026-06-12,CS,Credit Suisse,1913106115.0418968,7161422602.898174,-5248316487.856277,7069,26462,-19393,2717.7766097562494,2721.4197288042933,foreign
UNVR.JK,2026-06-12,KZ,CLSA Sekuritas,4069630875.4019446,6064647143.120223,-1995016267.7182784,15037,22409,-7372,2685.306645884922,2713.739833049442,foreign
UNVR.JK,2026-06-12,NI,BNI Sekuritas,4193258860.6767807,4229770539.4689226,-36511678.792141914,15494,15629,-135,2718.4618669811503,2687.3283578435867,local
UNVR.JK,2026-06-12,DX,Bahana Sekuritas,1847030139.179994,2143528005.8804731,-296497866.70047903,6825,7920,-1095,2711.858442414136,2726.840221580231,local
UNVR.JK,2026-06-11,CC,Mandiri Sekuritas,507211397.10921913,2393354882.1707015,-1886143485.0614824,1865,8803,-6938,2736.2585467074314,2734.9829570584366,local
UNVR.JK,2026-06-11,YP,Mirae Asset Sekuritas,190363024.60933068,713753601.2830514,-523390576.6737207,700,2625,-1925,2725.8916425141515,2734.7551599444096,local
UNVR.JK,2026-06-11,PD,Indo Premier Sekuritas,1789991969.0009997,4734368419.000139,-2944376449.99914,6584,17414,-10830,2712.0429206390645,2691.439837038408,local
UNVR.JK,2026-06-11,OD,BRI Danareksa Sekuritas,2094439949.5271878,1709526507.7207203,384913441.80646753,7704,6288,1416,2741.7283665793357,2716.6717676007424,local
UNVR.JK,2026-06-11,AK,UBS Sekuritas,4307907006.017748,1287836844.5164435,3020070161.5013046,15846,4737,11109,2705.6308461621124,2696.8901587332234,foreign
UNVR.JK,2026-06-11,ZP,Maybank Sekuritas,1808332799.4344692,743608560.8423934,1064724238.5920758,6651,2735,3916,2740.2637650803495,2742.920968866668,foreign
UNVR.JK,2026-06-11,CS,Credit Suisse,4806722991.71752,1980897073.4824939,2825825918.235026,17681,7286,10395,2712.752500037025,2709.9647197738354,foreign
UNVR.JK,2026-06-11,KZ,CLSA Sekuritas,2719181850.273914,1975813164.028153,743368686.2457609,10002,7267,2735,2731.134600190388,2717.7259074580847,foreign
UNVR.JK,2026-06-11,NI,BNI Sekuritas,1328244376.4807231,1438088301.075377,-109843924.59465384,4885,5289,-404,2721.882985799578,2717.37153768007,local
UNVR.JK,2026-06-11,DX,Bahana Sekuritas,2761608306.857179,2067639300.3085341,693969006.548645,10158,7605,2553,2704.216693545567,2696.5534131768986,local
